user,star,sumary,country&time,kind item,image,comment
Vini,5,Best bang for your buck! 8.5/10,"Reviewed in the United States on May 3, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,"It's pathetic how negative the comments for these headphones, as well as 90% of other gaming headphones, can be and how inaccurate they are. READ IF YOU ARE PLANNING TO BUY THIS HEADPHONE.

The pros and cons BELOW...
The sound quality is absolutely amazing, you can FEEL the sound vibrations and high quality it produces. The Steelseries headphones, this one, comes with a software you can install to customize your headphones, both physically and the audio engineering side of it; you can turn the bass up, down, completely customize the EQ.

The comfort of these headphones was a big deal to me, they are the only headphones that I can wear for 6+ hours in one sitting and feel like they're not even there. The comfort is ridiculously amazing with these headphones, so on that, I give them 10/10.

The catch is...the Steelseries software is a complete joke. Every time you turn on your computer to use these you have to unplug and plug the headphones back in if you want the full 7.1 surround sound feeling. Trust me, you'll feel a HUGE difference on how amazing it is when you feel the full potential of these headphones. But it's frustrating and ridiculous to have to do this EVERY SINGLE TIME you turn on-and-off your computer. If you don't do this, then you'll just get the basic quality the headphones delivers (which is still VERY amazing)."
Stacy,5,Top 10,"Reviewed in the United States on September 2, 2023",Color: BlackStyle: Nova 3Verified Purchase,1,"Play Video
Hello I am a streamer I do recommend these headsets it comes with everything and the extra wires for the adapter & it’s very clear, sounds is amazing."
Jonathan H.,5,Look and Feel Great..,"Reviewed in the United States on March 18, 2019",Color: WhiteStyle: Arctis 5Verified Purchase,0,So they look amazing nice a sleek and even feel comfortable too. Size adjustment on them is not the best the adjusting of the headband is kinda annoying being it doesn't stick well sometimes but overall if you can get past that it fits and feels great even for extended computer times. Only real issue I had was the volume they dont get very loud you have to use windows loudness or another program to boost them but overall sound quality is nice and and they have a full sound to them. You may have to tweak them some in the equalizer to get them where you want them but overall nice sound and the lighting on them is subtle its enough to add the extra flair and RGB to your setup with out being over the top or distracting and clunky looking. Build quality is great they are light and made with decent material so they feel like the real deal vs some slapped together pair you would usually see around the price point. Overall they get a solid 4 out of 5 from me the slight noise that gets through and the sound not being as amp'd as I like is why but overall I would recommend them to anyone looking for style and color to there setup.
Rene,5,Great,"Reviewed in the United States on September 30, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"Excellent! They arrived very well, very good sound"
jesse,5,Great for the price,"Reviewed in the United States on October 11, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,Great headset for the price.
Will L,5,I really enjoy this headset!,"Reviewed in the United States on October 30, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,Recommend to all.
Aaron Toffel,5,Great headset,"Reviewed in the United States on August 29, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"A little tight on the head but I was able to stretch plastic a little, now fits perfect"
Dianne Olson,5,Grand kids love,"Reviewed in the United States on November 1, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,Fit
JJ Carlos Flores,5,To good not to have!,"Reviewed in the United States on March 14, 2023",Color: BlackStyle: Arctis 5Verified Purchase,0,"This purchase was a birthday gift to a good friend, this head set is so good that I had to by myself a new one because my wife stole the ones I was using at the time!

Noise canceling. Volume control. Quick mute. Head phone jack adapter. And RGB?!?! The only thing I would as for improvement is the mic but it's still amazing quality all well priced.

If you are just hoping into steel series tech I highly recommend this head set!"
Kylie,5,Stylish and Comfortable,"Reviewed in the United States on January 14, 2022",Color: BlackStyle: Arctis 5Verified Purchase,0,"Hardware: This is the most comfortable headset I’ve ever worn and being able to hide away the mic when not in use is a plus. I like that the dial to adjust the level between game/chat and the volume control are used by physically turning them. The mic lights up when it is muted, which is nice but does cause a little glare on my glasses. It’s a minor complaint all things considered.

Sound: The driver software is easy to use, and I like that there are both preset options and individual controls to adjust the sound to the use case. I keep it on the music setting most of the time. The mic picks up really well even when I speak softly. I wouldn’t call these noise-cancelling, but it dampens outside sound enough for my uses."
